"Date(UTC)","UnixTimeStamp","Value (Wei)"
"6/2/2022","1654128000","90261163416"
"6/3/2022","1654214400","114557038140"
"6/4/2022","1654300800","73284034916"
"6/5/2022","1654387200","70462895001"
"6/6/2022","1654473600","81962460331"
"6/7/2022","1654560000","117733419610"
"6/8/2022","1654646400","89157927832"
"6/9/2022","1654732800","81810890061"
"6/10/2022","1654819200","176690264321"
"6/11/2022","1654905600","264449707732"
"6/12/2022","1654992000","200914314122"
"6/13/2022","1655078400","1342736410590"
"6/14/2022","1655164800","523654308461"
"6/15/2022","1655251200","662978551499"
"6/16/2022","1655337600","129175126490"
"6/17/2022","1655424000","114247385856"
"6/18/2022","1655510400","860675891482"
"6/19/2022","1655596800","173801915793"
"6/20/2022","1655683200","179589831669"
"6/21/2022","1655769600","143627928734"
"6/22/2022","1655856000","109446658067"
"6/23/2022","1655942400","135754120959"
"6/24/2022","1656028800","151050550460"
"6/25/2022","1656115200","123291537991"
"6/26/2022","1656201600","99702813106"
"6/27/2022","1656288000","134600719092"
"6/28/2022","1656374400","113284535927"
"6/29/2022","1656460800","144928436003"
"6/30/2022","1656547200","164489399778"
"7/1/2022","1656633600","149584257833"
"7/2/2022","1656720000","108397769607"
"7/3/2022","1656806400","109447979540"
"7/4/2022","1656892800","123382474465"
"7/5/2022","1656979200","122665112924"
"7/6/2022","1657065600","116318276681"
"7/7/2022","1657152000","100189362705"
"7/8/2022","1657238400","121108057078"
"7/9/2022","1657324800","90662987502"
"7/10/2022","1657411200","95850974396"
"7/11/2022","1657497600","115391570784"
"7/12/2022","1657584000","107745916740"
"7/13/2022","1657670400","215326152797"
"7/14/2022","1657756800","199878514048"
"7/15/2022","1657843200","168197564033"
"7/16/2022","1657929600","196545039737"
"7/17/2022","1658016000","130242582290"
"7/18/2022","1658102400","254894477566"
"7/19/2022","1658188800","266525951007"
"7/20/2022","1658275200","173737163056"
"7/21/2022","1658361600","150623261320"
"7/22/2022","1658448000","109302631131"
"7/23/2022","1658534400","88457391316"
"7/24/2022","1658620800","109902692716"
"7/25/2022","1658707200","151905325619"
"7/26/2022","1658793600","160995866785"
"7/27/2022","1658880000","176358273658"
"7/28/2022","1658966400","179141069565"
"7/29/2022","1659052800","151811013231"
"7/30/2022","1659139200","108014068874"
"7/31/2022","1659225600","118978117005"
"8/1/2022","1659312000","117534551152"
"8/2/2022","1659398400","281631412293"
"8/3/2022","1659484800","124269564429"
"8/4/2022","1659571200","102640731249"
"8/5/2022","1659657600","105995530161"
"8/6/2022","1659744000","84139492424"
"8/7/2022","1659830400","75605145630"
"8/8/2022","1659916800","112007876519"
"8/9/2022","1660003200","115275324070"
"8/10/2022","1660089600","195428056071"
"8/11/2022","1660176000","114199168591"
"8/12/2022","1660262400","113689507687"
"8/13/2022","1660348800","160683186694"
"8/14/2022","1660435200","118417858442"
"8/15/2022","1660521600","133837155951"
"8/16/2022","1660608000","112758322383"
"8/17/2022","1660694400","158934008819"
"8/18/2022","1660780800","103070852235"
"8/19/2022","1660867200","173523672733"
"8/20/2022","1660953600","136937008701"
"8/21/2022","1661040000","178123205969"
"8/22/2022","1661126400","141224062289"
"8/23/2022","1661212800","121474008323"
"8/24/2022","1661299200","111036010404"
"8/25/2022","1661385600","101333799715"
"8/26/2022","1661472000","230590340470"
"8/27/2022","1661558400","138200875161"
"8/28/2022","1661644800","127074892310"
"8/29/2022","1661731200","136604921452"
"8/30/2022","1661817600","227251392370"
"8/31/2022","1661904000","195475267729"
"9/1/2022","1661990400","154211559634"
"9/2/2022","1662076800","140824211136"
"9/3/2022","1662163200","99737834714"
"9/4/2022","1662249600","95838389214"
"9/5/2022","1662336000","93631115029"
"9/6/2022","1662422400","158173627613"
"9/7/2022","1662508800","142741592760"
"9/8/2022","1662595200","128686053972"
"9/9/2022","1662681600","128358437579"
"9/10/2022","1662768000","100183681417"
"9/11/2022","1662854400","97329475483"
"9/12/2022","1662940800","130872151065"
"9/13/2022","1663027200","219960974088"
"9/14/2022","1663113600","122692628765"
"9/15/2022","1663200000","172574677040"
"9/16/2022","1663286400","109015322796"
"9/17/2022","1663372800","88928787282"
"9/18/2022","1663459200","144399743804"
"9/19/2022","1663545600","156832370837"
"9/20/2022","1663632000","100294374545"
"9/21/2022","1663718400","200983703429"
"9/22/2022","1663804800","95878210162"
"9/23/2022","1663891200","111367595467"
"9/24/2022","1663977600","73454810230"
"9/25/2022","1664064000","72694731207"
"9/26/2022","1664150400","85480879860"
"9/27/2022","1664236800","88922464585"
"9/28/2022","1664323200","105771921510"
"9/29/2022","1664409600","82175638538"
"9/30/2022","1664496000","94083317263"
"10/1/2022","1664582400","64084554873"
"10/2/2022","1664668800","77731184942"
"10/3/2022","1664755200","76407758161"
"10/4/2022","1664841600","74125609811"
"10/5/2022","1664928000","72065550544"
"10/6/2022","1665014400","89490039586"
"10/7/2022","1665100800","74127430473"
"10/8/2022","1665187200","56404493486"
"10/9/2022","1665273600","62488138710"
"10/10/2022","1665360000","72076229703"
"10/11/2022","1665446400","74530654916"
